loc,v(g),l,d,i,e,b,t,lOBlank,locCodeAndComment,uniq_Op,defects
66.0,12.0,0.05,21.23,54.17,24423.22,0.38,1356.85,3,1,22.0,False
52.0,7.0,0.05,21.78,50.09,23758.8,0.36,1319.93,2,0,11.0,False
25.0,2.0,0.11,9.13,41.01,3418.78,0.12,189.93,1,0,12.0,False
230.0,4.0,0.04,23.4,126.22,69110.62,0.98,3839.48,26,2,10.0,False
56.0,5.0,0.04,23.75,41.72,23534.59,0.33,1307.48,9,0,19.0,False
108.0,1.0,0.04,22.71,125.42,64711.47,0.95,3595.08,12,0,12.0,False
4.0,1.0,0.5,2.0,7.75,31.02,0.01,1.72,0,0,4.0,False
26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
31.0,7.0,0.05,21.7,16.48,7760.51,0.12,431.14,5,0,14.0,False
31.0,2.0,0.08,11.85,58.49,8207.69,0.23,455.98,7,0,11.0,False
127.0,48.0,0.02,54.66,47.49,141892.68,0.87,7882.93,13,0,21.0,False
19.0,3.0,0.15,6.75,15.63,712.03,0.04,39.56,0,0,9.0,False
75.0,16.0,0.03,33.67,46.07,52235.72,0.52,2901.98,8,0,33.0,False
51.0,9.0,0.05,19.29,55.99,20833.95,0.36,1157.44,5,0,21.0,False
67.0,6.0,0.07,15.09,92.85,21155.16,0.47,1175.29,11,0,17.0,False
101.0,6.0,0.03,30.64,77.45,72698.95,0.79,4038.83,24,0,18.0,False
23.0,5.0,0.08,11.82,44.85,6263.64,0.18,347.98,2,0,10.0,False
99.0,17.0,0.1,10.37,201.88,21710.89,0.7,1206.16,16,0,7.0,False
258.0,14.0,0.03,40.0,142.53,228045.0,1.9,12669.17,41,0,20.0,False
130.0,9.0,0.02,43.17,66.66,124230.38,0.96,6901.69,21,0,22.0,False
11.0,2.0,0.21,4.8,12.25,282.29,0.02,15.68,2,0,6.0,False
64.0,11.0,0.03,33.45,40.77,45603.91,0.45,2533.55,9,0,25.0,False
36.0,1.0,0.14,7.06,137.24,6838.09,0.32,379.89,10,0,9.0,False
16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
23.0,3.0,0.1,10.5,20.39,2247.55,0.07,124.86,2,0,11.0,False
67.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
44.0,3.0,0.08,12.88,78.46,13018.74,0.34,723.26,4,0,11.0,False
23.0,4.0,0.05,18.31,21.71,7276.54,0.13,404.25,3,0,17.0,False
37.0,4.0,0.1,9.62,57.53,5319.06,0.18,295.5,3,0,10.0,False
50.0,3.0,0.05,19.5,58.18,22122.46,0.38,1229.03,12,1,17.0,False
31.0,2.0,0.11,9.29,57.84,4995.18,0.18,277.51,8,0,11.0,False
423.0,16.0,0.02,57.0,254.99,828473.91,4.84,46026.33,24,1,21.0,False
21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
140.0,1.0,0.05,19.5,218.15,82950.38,1.42,4608.35,26,0,13.0,False
52.0,5.0,0.05,21.29,55.26,25051.45,0.39,1391.75,1,0,18.0,False
58.0,6.0,0.05,18.57,71.92,24806.45,0.45,1378.14,2,0,15.0,False
95.0,15.0,0.03,28.74,99.05,81820.29,0.95,4545.57,10,0,24.0,False
102.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
82.0,3.0,0.07,14.97,99.21,22219.62,0.49,1234.42,15,0,11.0,False
24.0,2.0,0.11,9.36,45.64,3998.36,0.14,222.13,3,0,12.0,False
240.0,2.0,0.03,36.9,246.94,336181.92,3.04,18676.77,47,0,13.0,False
137.0,2.0,0.05,20.9,201.31,87961.33,1.4,4886.74,24,0,13.0,False
14.0,2.0,0.14,7.08,23.29,1168.74,0.05,64.93,3,0,10.0,False
90.0,2.0,0.05,21.82,72.74,34628.63,0.53,1923.81,18,0,12.0,False
23.0,1.0,0.13,7.83,55.43,3395.1,0.14,188.62,3,3,10.0,False
7.0,1.0,0.22,4.57,15.38,321.48,0.02,17.86,1,0,8.0,False
40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
83.0,5.0,0.03,28.82,47.92,39810.28,0.46,2211.68,11,0,20.0,False
103.0,5.0,0.03,28.65,85.01,69766.83,0.81,3875.94,14,0,17.0,False
26.0,3.0,0.09,11.19,29.65,3715.78,0.11,206.43,5,0,13.0,False
42.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
33.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
4.0,1.0,0.5,2.0,7.75,31.02,0.01,1.72,0,0,4.0,False
69.0,4.0,0.04,22.32,77.55,38621.74,0.58,2145.65,4,1,15.0,False
82.0,12.0,0.03,37.74,35.01,49858.98,0.44,2769.94,11,4,17.0,False
28.0,7.0,0.06,17.64,34.76,10816.28,0.2,600.9,5,0,18.0,False
11.0,2.0,0.22,4.5,37.09,751.09,0.06,41.73,0,0,7.0,False
12.0,1.0,0.22,4.47,50.88,1017.65,0.08,56.54,1,0,7.0,False
11.0,1.0,0.34,2.92,42.04,357.65,0.04,19.87,1,0,5.0,False
28.0,2.0,0.17,5.89,66.85,2316.26,0.13,128.68,1,0,7.0,False
61.0,1.0,0.11,8.72,149.81,11391.2,0.44,632.84,9,0,8.0,False
63.0,1.0,0.12,8.6,160.61,11889.23,0.46,660.51,9,0,8.0,False
78.0,1.0,0.11,8.87,188.12,14789.29,0.56,821.63,12,2,8.0,False
45.0,1.0,0.14,7.3,114.76,6115.53,0.28,339.75,8,0,8.0,False
48.0,3.0,0.05,19.95,34.68,13803.3,0.23,766.85,9,0,14.0,False
14.0,2.0,0.14,7.08,23.29,1168.74,0.05,64.93,3,0,10.0,False
72.0,4.0,0.04,24.81,72.82,44839.15,0.6,2491.06,12,1,20.0,False
152.0,11.0,0.03,39.67,98.09,154335.05,1.3,8574.17,8,0,21.0,False
129.0,1.0,0.07,13.43,183.27,33048.3,0.82,1836.02,18,0,11.0,False
35.0,1.0,0.07,13.79,62.09,11804.52,0.29,655.81,2,0,13.0,False
242.0,1.0,0.02,43.99,184.6,357202.76,2.71,19844.6,9,0,14.0,False
8.0,2.0,0.18,5.5,19.65,594.27,0.04,33.01,0,0,10.0,False
30.0,5.0,0.06,15.68,50.57,12436.7,0.26,690.93,3,0,15.0,False
26.0,3.0,0.09,11.18,42.72,5339.14,0.16,296.62,4,0,13.0,False
229.0,8.0,0.02,56.83,108.2,349486.31,2.05,19415.91,22,3,22.0,False
213.0,23.0,0.02,52.29,96.27,263200.32,1.68,14622.24,47,0,23.0,False
56.0,14.0,0.02,40.13,25.04,40332.41,0.34,2240.69,12,0,26.0,False
13.0,3.0,0.11,8.82,21.56,1677.8,0.06,93.21,2,0,13.0,False
17.0,2.0,0.13,7.62,42.92,2491.25,0.11,138.4,1,0,10.0,False
52.0,1.0,0.12,8.25,88.54,6025.94,0.24,334.77,10,0,9.0,False
21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
35.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
27.0,2.0,0.08,12.91,49.25,8211.83,0.21,456.21,5,0,11.0,False
95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
96.0,2.0,0.1,10.39,151.29,16334.51,0.52,907.47,16,1,9.0,False
18.0,2.0,0.25,4.0,60.09,961.47,0.08,53.42,3,0,7.0,False
16.0,1.0,0.13,8.0,44.77,2865.22,0.12,159.18,3,0,11.0,False
18.0,1.0,0.24,4.2,42.47,749.18,0.06,41.62,2,0,7.0,False
18.0,1.0,0.24,4.2,42.47,749.18,0.06,41.62,2,0,7.0,False
88.0,3.0,0.07,15.0,119.31,26843.65,0.6,1491.31,14,0,15.0,False
140.0,1.0,0.06,16.54,242.48,66364.3,1.34,3686.91,17,0,12.0,False
8.0,1.0,0.25,4.0,29.17,466.77,0.04,25.93,1,0,8.0,False
75.0,7.0,0.04,24.37,66.13,39284.02,0.54,2182.45,4,0,16.0,False
138.0,1.0,0.04,25.15,197.09,124650.94,1.65,6925.05,33,4,13.0,False
29.0,1.0,0.12,8.64,77.33,5776.46,0.22,320.91,5,0,11.0,False
53.0,10.0,0.03,38.25,15.17,22188.68,0.19,1232.7,4,0,17.0,False
61.0,6.0,0.05,18.67,44.48,15497.41,0.28,860.97,8,0,16.0,False
61.0,9.0,0.03,35.44,28.14,35336.25,0.33,1963.12,12,0,18.0,False
32.0,3.0,0.05,19.0,21.0,7581.2,0.13,421.18,5,0,14.0,False
32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
5.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,1,0,3.0,False
11.0,2.0,0.16,6.29,16.16,638.5,0.03,35.47,1,0,8.0,False
13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
10.0,1.0,0.2,5.0,19.04,475.92,0.03,26.44,1,0,7.0,False
8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
7.0,1.0,0.17,5.83,7.97,271.29,0.02,15.07,1,0,7.0,False
270.0,45.0,0.01,158.71,38.21,962387.34,2.02,53465.96,25,1,20.0,False
53.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
97.0,9.0,0.03,31.25,67.15,65577.82,0.7,3643.21,20,1,27.0,False
27.0,1.0,0.08,12.0,55.57,8001.68,0.22,444.54,5,0,12.0,False
123.0,4.0,0.04,25.7,130.72,86326.6,1.12,4795.92,21,0,21.0,False
236.0,15.0,0.03,28.74,160.04,132163.93,1.53,7342.44,41,0,16.0,False
29.0,1.0,0.0,0.0,0.0,0.0,0.01,0.0,3,0,5.0,False
238.0,5.0,0.04,28.11,195.27,154319.96,1.83,8573.33,38,0,19.0,False
55.0,3.0,0.06,18.15,68.18,22455.34,0.41,1247.52,11,0,17.0,False
31.0,1.0,0.1,9.64,61.26,5696.36,0.2,316.46,7,0,12.0,False
300.0,8.0,0.03,28.91,203.58,170141.98,1.96,9452.33,43,0,22.0,False
135.0,4.0,0.04,23.26,146.95,79495.75,1.14,4416.43,24,0,20.0,False
207.0,11.0,0.03,31.48,89.13,88339.99,0.94,4907.78,46,0,30.0,False
104.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
120.0,5.0,0.03,31.45,156.0,154274.41,1.64,8570.8,23,0,20.0,False
32.0,1.0,0.09,11.0,49.95,6043.91,0.18,335.77,9,0,11.0,False
39.0,1.0,0.09,11.35,76.96,9916.01,0.29,550.89,10,0,14.0,False
49.0,2.0,0.08,12.86,83.93,13873.95,0.36,770.77,12,0,15.0,False
87.0,4.0,0.04,27.06,92.27,67560.4,0.83,3753.36,18,0,20.0,False
90.0,4.0,0.04,27.55,97.74,74172.78,0.9,4120.71,18,0,20.0,False
110.0,5.0,0.04,23.77,99.75,56362.31,0.79,3131.24,20,0,20.0,False
352.0,8.0,0.03,33.18,235.18,258849.82,2.6,14380.55,50,0,23.0,False
222.0,6.0,0.03,36.93,130.81,178388.89,1.61,9910.49,36,0,22.0,False
89.0,1.0,0.06,15.59,170.62,41494.88,0.89,2305.27,18,6,16.0,False
202.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
68.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
56.0,3.0,0.04,24.56,102.08,61553.82,0.84,3419.66,15,0,17.0,False
43.0,1.0,0.09,11.5,91.4,12088.01,0.35,671.56,11,0,14.0,False
5.0,1.0,0.29,3.5,29.7,363.87,0.03,20.22,0,0,4.0,False
86.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
84.0,4.0,0.06,17.51,96.16,29478.87,0.56,1637.72,13,0,18.0,False
77.0,2.0,0.07,13.82,108.15,20649.73,0.5,1147.21,14,0,16.0,False
42.0,1.0,0.09,11.24,85.34,10787.39,0.32,599.3,9,0,13.0,False
40.0,1.0,0.09,10.76,60.15,6961.67,0.22,386.76,9,0,13.0,False
12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
31.0,1.0,0.1,9.64,61.26,5696.36,0.2,316.46,7,0,12.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
5.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,1,0,3.0,False
19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
13.0,2.0,0.12,8.25,20.76,1413.23,0.06,78.51,3,0,11.0,False
11.0,1.0,0.13,7.78,24.58,1486.77,0.06,82.6,2,0,10.0,False
16.0,2.0,0.17,6.0,18.52,666.8,0.04,37.04,2,0,6.0,False
96.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
12.0,2.0,0.18,5.54,30.68,941.08,0.06,52.28,1,0,6.0,False
6.0,1.0,0.32,3.14,25.32,250.07,0.03,13.89,0,0,4.0,False
16.0,1.0,0.24,4.09,28.98,484.92,0.04,26.94,3,2,6.0,False
15.0,1.0,0.09,10.55,22.56,2508.59,0.08,139.37,4,4,8.0,False
65.0,5.0,0.03,30.02,49.2,44323.13,0.49,2462.4,7,0,17.0,False
20.0,1.0,0.13,7.91,33.68,2105.23,0.09,116.96,4,0,11.0,False
55.0,2.0,0.05,21.15,42.95,19213.56,0.3,1067.42,13,4,9.0,False
79.0,6.0,0.03,31.06,40.85,39418.52,0.42,2189.92,9,5,18.0,False
23.0,2.0,0.1,9.69,28.99,2723.0,0.09,151.28,4,0,9.0,False
19.0,2.0,0.04,24.05,16.55,9573.67,0.13,531.87,2,0,13.0,False
19.0,2.0,0.1,10.5,21.4,2358.96,0.07,131.05,2,0,12.0,False
7.0,1.0,0.3,3.33,26.96,299.53,0.03,16.64,1,0,6.0,False
43.0,1.0,0.02,41.33,42.08,71885.39,0.58,3993.63,11,0,8.0,False
26.0,3.0,0.09,11.45,39.72,5211.28,0.15,289.52,5,0,14.0,False
23.0,1.0,0.13,7.55,72.62,4137.71,0.18,229.87,3,0,9.0,False
29.0,3.0,0.06,16.2,26.89,7056.36,0.15,392.02,6,0,18.0,False
7.0,1.0,0.3,3.33,26.96,299.53,0.03,16.64,1,0,6.0,False
84.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
6.0,1.0,0.67,1.5,12.06,27.14,0.01,1.51,2,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
6.0,1.0,0.19,5.33,9.08,258.3,0.02,14.35,1,0,8.0,False
6.0,1.0,0.19,5.33,9.08,258.3,0.02,14.35,1,0,8.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.5,2.0,7.75,31.02,0.01,1.72,0,0,4.0,False
4.0,1.0,0.5,2.0,7.75,31.02,0.01,1.72,0,0,4.0,False
21.0,3.0,0.14,7.33,35.11,1888.14,0.09,104.9,4,0,11.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
20.0,1.0,0.08,12.53,35.84,5623.7,0.15,312.43,4,0,14.0,False
16.0,2.0,0.12,8.33,17.84,1238.98,0.05,68.83,3,0,10.0,False
8.0,1.0,0.16,6.42,14.65,603.24,0.03,33.51,2,0,11.0,False
50.0,8.0,0.06,16.69,45.81,12752.83,0.25,708.49,8,0,17.0,False
11.0,1.0,0.18,5.56,19.12,589.99,0.04,32.78,3,0,10.0,False
20.0,4.0,0.1,10.0,21.09,2109.08,0.07,117.17,4,1,12.0,False
15.0,1.0,0.16,6.3,37.84,1502.03,0.08,83.45,4,1,9.0,False
11.0,1.0,0.19,5.33,14.99,426.42,0.03,23.69,4,0,8.0,False
17.0,2.0,0.13,8.0,19.45,1244.72,0.05,69.15,4,0,10.0,False
8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
38.0,5.0,0.04,22.41,35.85,18003.04,0.27,1000.17,7,0,17.0,False
31.0,3.0,0.05,18.35,44.34,14923.78,0.27,829.1,7,0,18.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
23.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
9.0,1.0,0.14,7.2,24.78,1284.57,0.06,71.37,2,0,9.0,False
8.0,1.0,0.25,4.0,20.76,332.19,0.03,18.46,1,0,4.0,False
18.0,1.0,0.67,1.5,123.64,278.2,0.06,15.46,1,0,3.0,False
8.0,5.0,0.11,9.33,15.09,1314.81,0.05,73.04,0,0,8.0,False
29.0,12.0,0.03,33.0,13.23,14404.99,0.15,800.28,3,0,12.0,False
17.0,1.0,0.08,11.85,34.45,4833.96,0.14,268.55,4,0,11.0,False
22.0,2.0,0.07,14.4,26.15,5421.87,0.13,301.22,6,0,16.0,False
6.0,1.0,0.23,4.38,11.07,211.89,0.02,11.77,1,0,7.0,False
10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
15.0,1.0,0.08,12.29,29.6,4471.51,0.12,248.42,2,0,5.0,False
5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
19.0,1.0,0.13,7.46,33.6,1871.81,0.08,103.99,2,0,11.0,False
15.0,1.0,0.12,8.03,31.94,2063.94,0.09,114.66,3,0,11.0,False
37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
5.0,1.0,0.25,4.0,18.56,296.92,0.02,16.5,0,0,8.0,False
14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
16.0,3.0,0.11,9.5,23.0,2075.87,0.07,115.33,2,0,11.0,False
28.0,5.0,0.09,11.56,30.38,4056.4,0.12,225.36,6,0,16.0,False
5.0,1.0,0.33,3.0,15.5,139.52,0.02,7.75,0,0,5.0,False
6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
11.0,1.0,0.11,8.8,22.46,1739.36,0.07,96.63,3,0,11.0,False
29.0,6.0,0.05,19.0,33.61,12134.0,0.21,674.11,6,1,19.0,False
11.0,1.0,0.11,8.8,22.46,1739.36,0.07,96.63,3,0,11.0,False
11.0,1.0,0.11,8.8,22.46,1739.36,0.07,96.63,3,0,11.0,False
8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
10.0,2.0,0.2,5.0,8.24,206.05,0.01,11.45,1,0,6.0,False
64.0,6.0,0.05,20.85,51.03,22176.65,0.35,1232.04,6,0,19.0,False
12.0,1.0,0.13,7.94,20.67,1304.74,0.05,72.49,3,0,11.0,False
33.0,3.0,0.11,9.38,78.62,6909.59,0.25,383.87,3,0,12.0,False
4.0,1.0,0.4,2.5,9.6,60.0,0.01,3.33,0,0,5.0,False
10.0,3.0,0.13,7.5,25.06,1409.88,0.06,78.33,2,0,12.0,False
73.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
100.0,11.0,0.04,23.24,49.19,26572.76,0.38,1476.26,7,0,20.0,False
11.0,1.0,0.11,8.8,22.46,1739.36,0.07,96.63,3,0,11.0,False
11.0,1.0,0.11,8.8,22.46,1739.36,0.07,96.63,3,0,11.0,False
8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
7.0,1.0,0.18,5.57,21.92,680.35,0.04,37.8,1,0,6.0,False
4.0,1.0,0.2,5.0,15.2,380.0,0.03,21.11,0,0,10.0,False
56.0,9.0,0.03,31.0,29.06,27924.99,0.3,1551.39,12,0,22.0,False
39.0,8.0,0.07,14.9,50.88,11289.73,0.25,627.21,8,1,16.0,False
56.0,9.0,0.06,17.23,63.13,18740.32,0.36,1041.13,10,0,17.0,False
18.0,2.0,0.1,10.4,28.66,3099.78,0.1,172.21,3,0,13.0,False
10.0,1.0,0.15,6.82,21.9,1018.22,0.05,56.57,2,0,10.0,False
6.0,1.0,0.33,3.0,15.5,139.52,0.02,7.75,1,0,5.0,False
5.0,1.0,0.2,5.06,18.57,475.93,0.03,26.44,0,0,9.0,False
21.0,2.0,0.11,9.0,42.22,3420.0,0.13,190.0,6,0,12.0,False
26.0,4.0,0.04,25.15,25.7,16251.05,0.22,902.84,5,0,19.0,False
30.0,4.0,0.06,17.32,34.67,10394.37,0.2,577.47,4,0,14.0,False
22.0,5.0,0.05,19.59,25.66,9846.41,0.17,547.02,4,0,18.0,False
37.0,5.0,0.05,21.68,35.33,16598.49,0.26,922.14,5,0,17.0,False
38.0,5.0,0.05,21.86,37.46,17893.93,0.27,994.11,5,0,17.0,False
14.0,1.0,0.06,16.88,19.52,5559.03,0.11,308.84,4,0,10.0,False
15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
26.0,3.0,0.09,11.54,26.16,3482.89,0.1,193.49,3,1,12.0,False
11.0,1.0,0.11,8.8,22.46,1739.36,0.07,96.63,3,0,11.0,False
17.0,1.0,0.09,10.61,35.02,3940.64,0.12,218.92,3,0,11.0,False
10.0,2.0,0.2,5.0,8.24,206.05,0.01,11.45,1,0,6.0,False
7.0,1.0,0.11,9.38,19.13,1681.0,0.06,93.39,1,0,10.0,False
8.0,1.0,0.16,6.29,15.26,602.85,0.03,33.49,2,0,11.0,False
23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
15.0,1.0,0.09,11.67,28.32,3854.0,0.11,214.11,3,0,14.0,False
20.0,3.0,0.05,20.12,28.3,11453.99,0.19,636.33,3,0,18.0,False
25.0,3.0,0.06,18.0,38.69,12536.67,0.23,696.48,4,0,18.0,False
23.0,3.0,0.05,19.8,33.4,13092.53,0.22,727.36,3,0,18.0,False
35.0,4.0,0.06,17.37,40.44,12202.02,0.23,677.89,7,1,17.0,False
41.0,6.0,0.03,30.5,27.63,25702.28,0.28,1427.9,8,1,18.0,False
23.0,5.0,0.05,20.12,25.75,10422.1,0.17,579.01,4,0,18.0,False
5.0,1.0,0.2,5.06,18.57,475.93,0.03,26.44,0,0,9.0,False
11.0,1.0,0.11,8.8,22.46,1739.36,0.07,96.63,3,0,11.0,False
13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
8.0,1.0,0.16,6.43,16.53,683.19,0.04,37.96,1,0,10.0,False
21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
12.0,5.0,0.13,7.71,16.59,987.43,0.04,54.86,1,0,9.0,False
26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
26.0,4.0,0.07,14.42,22.33,4645.57,0.11,258.08,3,0,15.0,False
13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
26.0,4.0,0.04,23.82,26.48,15030.31,0.21,835.02,4,0,18.0,False
17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,False
14.0,3.0,0.2,5.09,26.7,692.03,0.05,38.45,2,0,8.0,False
3.0,1.0,0.17,6.0,3.1,111.45,0.01,6.19,0,0,4.0,False
5.0,1.0,0.5,2.0,16.5,66.0,0.01,3.67,0,0,4.0,False
13.0,1.0,0.06,18.0,49.79,16132.76,0.3,896.26,0,0,10.0,False
30.0,1.0,0.05,21.0,100.36,44257.15,0.7,2458.73,5,0,10.0,False
9.0,1.0,0.11,9.0,6.15,498.16,0.02,27.68,2,0,9.0,False
10.0,1.0,0.11,9.0,6.15,498.16,0.02,27.68,3,0,9.0,False
9.0,1.0,0.11,9.0,6.15,498.16,0.02,27.68,2,0,9.0,False
17.0,2.0,0.29,3.44,27.99,330.73,0.03,18.37,3,0,5.0,False
17.0,2.0,0.29,3.44,27.99,330.73,0.03,18.37,3,0,5.0,False
11.0,2.0,0.18,5.6,12.16,381.44,0.02,21.19,2,0,7.0,False
5.0,1.0,0.67,1.5,10.84,24.38,0.01,1.35,0,0,3.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
16.0,3.0,0.18,5.71,17.09,558.13,0.03,31.01,3,0,8.0,False
26.0,3.0,0.04,23.43,21.57,11841.03,0.17,657.83,3,0,16.0,False
10.0,1.0,0.29,3.5,22.86,280.0,0.03,15.56,2,0,7.0,False
20.0,1.0,0.13,7.75,35.71,2144.55,0.09,119.14,6,0,7.0,False
22.0,3.0,0.17,5.85,24.69,844.91,0.05,46.94,3,0,9.0,False
46.0,11.0,0.12,8.57,56.1,4121.79,0.16,228.99,7,3,9.0,False
26.0,6.0,0.1,10.0,19.77,1976.54,0.07,109.81,4,1,12.0,False
67.0,18.0,0.05,21.6,56.28,26256.88,0.41,1458.72,2,0,24.0,False
4.0,1.0,0.33,3.0,8.0,72.0,0.01,4.0,0,0,6.0,False
16.0,4.0,0.15,6.82,25.77,1197.9,0.06,66.55,2,0,10.0,False
10.0,2.0,0.29,3.5,14.34,175.66,0.02,9.76,1,0,7.0,False
5.0,1.0,0.5,2.0,9.83,39.3,0.01,2.18,1,0,4.0,False
5.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,1,0,3.0,False
14.0,2.0,0.14,7.2,31.84,1650.59,0.08,91.7,2,0,9.0,False
4.0,1.0,0.67,1.5,5.33,12.0,0.0,0.67,0,0,3.0,False
