b,lOCode,e,v,n,i,t,loc,d,v(g),defects
1.56,135,244180.95,4667.07,704.0,89.2,13565.61,165.0,52.32,16.0,True
0.38,61,28631.38,1150.37,212.0,46.22,1590.63,83.0,24.89,13.0,True
0.09,10,3047.18,264.97,54.0,23.04,169.29,14.0,11.5,3.0,True
0.03,7,683.71,97.67,25.0,13.95,37.98,9.0,7.0,3.0,True
0.24,38,21847.02,716.3,149.0,23.49,1213.72,50.0,30.5,16.0,True
0.05,9,2638.53,164.91,46.0,10.31,146.59,11.0,16.0,5.0,True
0.46,51,34761.37,1377.1,244.0,54.56,1931.19,62.0,25.24,7.0,True
0.16,24,9179.61,484.48,93.0,25.57,509.98,32.0,18.95,6.0,True
0.22,35,10000.37,665.98,118.0,44.35,555.58,48.0,15.02,9.0,True
0.14,31,3635.25,428.77,85.0,50.57,201.96,47.0,8.48,4.0,True
0.28,28,36584.83,842.41,167.0,19.4,2032.49,39.0,43.43,10.0,True
0.23,30,18218.18,687.48,131.0,25.94,1012.12,46.0,26.5,12.0,True
0.25,30,10252.44,756.73,137.0,55.85,569.58,45.0,13.55,2.0,True
0.25,32,10610.26,757.88,138.0,54.13,589.46,47.0,14.0,2.0,True
0.36,51,24683.0,1088.29,185.0,47.98,1371.28,69.0,22.68,8.0,True
0.18,30,9607.27,529.1,104.0,29.14,533.74,37.0,18.16,4.0,True
0.28,37,21266.56,835.29,153.0,32.81,1181.48,45.0,25.46,4.0,True
0.18,31,8610.0,540.0,108.0,33.87,478.33,39.0,15.94,5.0,True
0.27,38,18164.09,801.81,146.0,35.39,1009.12,50.0,22.65,8.0,True
0.31,34,11873.65,944.17,174.0,75.08,659.65,41.0,12.58,2.0,True
0.02,4,126.52,55.35,16.0,24.22,7.03,8.0,2.29,1.0,True
0.02,4,126.52,55.35,16.0,24.22,7.03,8.0,2.29,1.0,True
0.02,4,126.52,55.35,16.0,24.22,7.03,8.0,2.29,1.0,True
0.07,14,2600.92,220.08,48.0,18.62,144.5,19.0,11.82,4.0,True
0.22,24,9296.0,648.04,118.0,45.18,516.44,31.0,14.34,6.0,True
0.23,29,7870.37,702.71,137.0,62.74,437.24,57.0,11.2,5.0,True
0.35,49,13465.69,1063.96,178.0,84.07,748.09,56.0,12.66,6.0,True
0.07,15,1846.2,205.13,46.0,22.79,102.57,18.0,9.0,3.0,True
0.02,3,239.86,68.53,18.0,19.58,13.33,6.0,3.5,2.0,True
0.18,25,8142.63,542.84,105.0,36.19,452.37,29.0,15.0,4.0,True
0.03,7,371.22,102.8,27.0,28.47,20.62,9.0,3.61,1.0,True
0.1,21,4486.3,314.04,64.0,21.98,249.24,27.0,14.29,6.0,True
0.34,35,15920.32,1019.29,174.0,65.26,884.46,41.0,15.62,7.0,True
0.08,22,3119.61,247.59,54.0,19.65,173.31,42.0,12.6,3.0,True
0.06,13,1871.75,171.9,38.0,15.79,103.99,23.0,10.89,2.0,True
0.06,13,1871.75,171.9,38.0,15.79,103.99,23.0,10.89,2.0,True
0.05,7,1043.09,144.43,34.0,20.0,57.95,14.0,7.22,1.0,True
0.11,23,4409.88,340.86,67.0,26.35,244.99,31.0,12.94,5.0,True
0.14,29,6158.73,416.76,80.0,28.2,342.15,45.0,14.78,6.0,True
0.15,21,6103.72,443.91,88.0,32.28,339.1,26.0,13.75,6.0,True
0.48,50,40808.22,1435.36,244.0,50.49,2267.12,95.0,28.43,12.0,True
0.08,12,2475.88,247.59,54.0,24.76,137.55,19.0,10.0,3.0,True
0.02,4,200.76,50.19,14.0,12.55,11.15,8.0,4.0,2.0,True
0.49,60,69442.26,1477.49,274.0,31.44,3857.9,76.0,47.0,13.0,True
0.17,26,4993.95,499.4,99.0,49.94,277.44,41.0,10.0,3.0,True
0.17,26,4993.95,499.4,99.0,49.94,277.44,41.0,10.0,3.0,True
0.18,17,13337.48,535.76,100.0,21.52,740.97,29.0,24.89,5.0,True
0.23,27,10206.14,680.41,127.0,45.36,567.01,45.0,15.0,5.0,True
0.26,32,13788.32,791.67,141.0,45.45,766.02,51.0,17.42,7.0,True
0.16,19,8835.0,465.0,93.0,24.47,490.83,23.0,19.0,4.0,True
0.46,46,29912.91,1381.74,239.0,63.83,1661.83,64.0,21.65,4.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,13.0,True
0.21,45,11356.05,638.78,115.0,35.93,630.89,56.0,17.78,8.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,4.0,True
0.3,29,30819.13,906.44,174.0,26.66,1712.17,39.0,34.0,9.0,True
0.06,14,1468.79,166.91,38.0,18.97,81.6,20.0,8.8,3.0,True
0.42,42,25811.44,1248.4,219.0,60.38,1433.97,58.0,20.68,3.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,7.0,True
0.59,68,68728.77,1779.22,300.0,46.06,3818.27,84.0,38.63,32.0,True
0.13,22,7820.01,376.52,76.0,18.13,434.44,28.0,20.77,6.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,5.0,True
0.34,42,13440.0,1008.0,168.0,75.6,746.67,45.0,13.33,7.0,True
0.09,18,3375.4,257.83,57.0,19.7,187.52,22.0,13.09,7.0,True
0.31,47,20748.42,915.37,172.0,40.38,1152.69,69.0,22.67,7.0,True
0.38,66,24658.94,1154.91,198.0,54.09,1369.94,83.0,21.35,14.0,True
0.17,19,2515.16,512.35,109.0,104.37,139.73,22.0,4.91,1.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,4.0,True
0.21,34,8785.97,616.56,111.0,43.27,488.11,42.0,14.25,8.0,True
0.43,48,25402.71,1295.04,223.0,66.02,1411.26,63.0,19.62,12.0,True
0.46,52,36030.25,1385.14,230.0,53.25,2001.68,56.0,26.01,11.0,True
0.37,29,27080.43,1117.6,210.0,46.12,1504.47,38.0,24.23,4.0,True
0.51,77,41584.16,1521.37,238.0,55.66,2310.23,112.0,27.33,31.0,True
0.08,19,3050.25,254.19,57.0,21.18,169.46,25.0,12.0,1.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,133.0,0.0,13.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,9.0,True
0.6,87,102297.08,1804.29,315.0,31.82,5683.17,135.0,56.7,18.0,True
0.25,39,14604.4,753.4,138.0,38.87,811.36,48.0,19.38,4.0,True
0.31,26,22721.17,928.12,169.0,37.91,1262.29,40.0,24.48,3.0,True
0.95,52,48553.53,2860.9,450.0,168.57,2697.42,70.0,16.97,1.0,True
0.28,33,12492.89,835.64,154.0,55.9,694.05,53.0,14.95,3.0,True
2.26,152,188237.9,6769.41,928.0,243.44,10457.66,302.0,27.81,3.0,True
2.57,234,486573.72,7706.19,1110.0,122.05,27031.87,281.0,63.14,55.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1.0,True
0.47,56,47209.31,1413.71,248.0,42.33,2622.74,88.0,33.39,9.0,True
0.2,15,13405.31,599.71,116.0,26.83,744.74,21.0,22.35,3.0,True
0.02,3,328.11,70.31,19.0,15.07,18.23,7.0,4.67,1.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,6.0,True
0.02,7,393.73,70.31,19.0,12.56,21.87,12.0,5.6,2.0,True
0.16,31,5921.81,493.48,97.0,41.12,328.99,43.0,12.0,7.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,10.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,6.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,20.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,9.0,True
0.01,5,149.49,39.86,12.0,10.63,8.3,7.0,3.75,2.0,True
0.19,19,5637.02,571.59,106.0,57.96,313.17,24.0,9.86,2.0,True
0.15,21,25453.22,454.52,109.0,8.11,1414.07,24.0,56.0,3.0,True
0.8,81,134422.02,2411.45,405.0,43.26,7467.89,114.0,55.74,16.0,True
0.17,24,6316.71,496.31,96.0,39.0,350.93,53.0,12.73,2.0,True
7.5,635,6524839.94,22487.65,3415.0,77.5,362491.09,687.0,290.15,201.0,True
0.38,49,33151.78,1131.58,194.0,38.62,1841.77,59.0,29.3,11.0,True
0.03,4,866.67,104.0,26.0,12.48,48.15,8.0,8.33,2.0,True
0.01,5,149.49,39.86,12.0,10.63,8.3,7.0,3.75,2.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,14.0,True
0.45,52,43402.17,1360.87,245.0,42.67,2411.23,72.0,31.89,6.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,5.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,5.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,4.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,7.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,8.0,True
0.16,33,9826.83,490.47,99.0,24.48,545.93,51.0,20.04,7.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,5.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,4.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,7.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,7.0,True
1.15,113,219038.4,3444.0,574.0,54.15,12168.8,142.0,63.6,30.0,True
1.11,108,207163.75,3329.84,547.0,53.52,11509.1,147.0,62.21,21.0,True
1.09,114,135812.62,3277.53,523.0,79.1,7545.15,178.0,41.44,11.0,True
0.4,47,44672.98,1191.28,227.0,31.77,2481.83,66.0,37.5,5.0,True
0.13,17,3722.07,375.97,82.0,37.98,206.78,26.0,9.9,1.0,True
0.13,25,3351.68,382.57,74.0,43.67,186.2,34.0,8.76,2.0,True
0.4,43,26413.58,1205.38,235.0,55.01,1467.42,48.0,21.91,28.0,True
0.23,58,12942.93,681.21,128.0,35.85,719.05,74.0,19.0,10.0,True
0.1,31,3714.48,300.16,59.0,24.26,206.36,39.0,12.38,4.0,True
0.26,20,6889.27,765.47,156.0,85.05,382.74,26.0,9.0,1.0,True
0.05,11,1057.26,135.93,32.0,17.48,58.74,16.0,7.78,3.0,True
0.68,90,65236.57,2027.13,333.0,62.99,3624.25,142.0,32.18,22.0,True
0.07,11,2072.61,206.32,45.0,20.54,115.15,16.0,10.05,3.0,True
0.08,33,1851.83,250.77,54.0,33.96,102.88,41.0,7.38,6.0,True
0.39,63,15934.13,1172.41,201.0,86.26,885.23,81.0,13.59,12.0,True
0.03,8,611.96,77.71,21.0,9.87,34.0,13.0,7.88,2.0,True
1.36,89,222848.31,4090.06,624.0,75.07,12380.46,197.0,54.49,8.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,5.0,True
0.07,17,2300.12,197.15,43.0,16.9,127.78,22.0,11.67,3.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,True
0.22,30,16419.41,659.92,124.0,26.52,912.19,37.0,24.88,13.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,7.0,True
0.12,25,4687.17,374.97,78.0,30.0,260.39,32.0,12.5,2.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,16.0,True
0.33,21,23327.51,1002.35,191.0,43.07,1295.97,26.0,23.27,2.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,163.0,0.0,18.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,18.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,18.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,18.0,True
0.4,54,37215.05,1205.35,217.0,39.04,2067.5,70.0,30.88,7.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,18.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,10.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,4.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,151.0,0.0,8.0,True
1.36,110,172952.06,4081.73,592.0,96.33,9608.45,139.0,42.37,35.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,6.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,9.0,True
0.02,8,326.92,62.27,18.0,11.86,18.16,13.0,5.25,3.0,True
0.76,79,79448.47,2288.64,359.0,65.93,4413.8,139.0,34.71,14.0,True
0.12,24,9406.51,348.39,71.0,12.9,522.58,41.0,27.0,5.0,True
0.14,19,7988.85,411.55,79.0,21.2,443.82,63.0,19.41,6.0,True
0.21,28,8755.33,638.75,117.0,46.6,486.41,39.0,13.71,3.0,True
0.21,28,8755.33,638.75,117.0,46.6,486.41,39.0,13.71,3.0,True
0.21,34,9959.36,638.79,111.0,40.97,553.3,51.0,15.59,5.0,True
0.04,6,330.91,112.0,28.0,37.91,18.38,8.0,2.95,1.0,True
0.2,19,17112.86,605.0,121.0,21.39,950.71,22.0,28.29,10.0,True
0.03,2,208.0,104.0,26.0,52.0,11.56,11.0,2.0,1.0,True
0.03,5,429.18,85.84,21.0,17.17,23.84,7.0,5.0,1.0,True
0.11,14,1595.53,315.78,68.0,62.5,88.64,18.0,5.05,1.0,True
2.82,157,391984.7,8465.94,1140.0,182.84,21776.93,193.0,46.3,36.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,9.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,7.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,4.0,True
0.05,18,1306.19,157.89,34.0,19.09,72.57,22.0,8.27,2.0,True
0.38,32,15279.97,1128.22,191.0,83.3,848.89,40.0,13.54,5.0,True
0.27,28,16169.62,802.54,147.0,39.83,898.31,54.0,20.15,5.0,True
0.0,3,27.86,13.93,6.0,6.97,1.55,7.0,2.0,1.0,True
0.19,28,10903.37,573.86,111.0,30.2,605.74,41.0,19.0,5.0,True
0.0,2,12.0,8.0,4.0,5.33,0.67,5.0,1.5,1.0,True
0.84,132,64327.33,2506.26,388.0,97.65,3573.74,159.0,25.67,46.0,True
0.14,19,6767.25,434.26,96.0,27.87,375.96,27.0,15.58,1.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,7.0,True
0.3,49,18774.01,909.93,156.0,44.1,1043.0,58.0,20.63,11.0,True
0.03,4,455.24,89.92,22.0,17.76,25.29,8.0,5.06,1.0,True
0.32,44,12890.28,972.42,166.0,73.36,716.13,52.0,13.26,7.0,True
0.61,70,94089.63,1839.35,333.0,35.96,5227.2,95.0,51.15,17.0,True
0.31,29,19367.71,923.27,180.0,44.01,1075.98,43.0,20.98,25.0,True
0.93,73,23168.74,2779.52,436.0,333.45,1287.15,77.0,8.34,37.0,True
13.74,1213,16846621.12,41217.16,4022.0,100.84,935923.39,1243.0,408.73,402.0,True
0.01,2,127.89,36.54,11.0,10.44,7.11,4.0,3.5,1.0,True
0.72,93,89560.14,2161.59,369.0,52.17,4975.56,153.0,41.43,11.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,16.0,True
0.36,31,21525.1,1089.07,195.0,55.1,1195.84,45.0,19.76,11.0,True
0.14,22,3157.59,415.47,81.0,54.67,175.42,30.0,7.6,3.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,4.0,True
0.42,91,16329.74,1272.0,229.0,99.08,907.21,104.0,12.84,21.0,True
0.1,16,5447.06,288.86,68.0,15.32,302.61,22.0,18.86,2.0,True
0.38,32,54762.43,1152.89,223.0,24.27,3042.36,60.0,47.5,18.0,True
0.06,11,2117.03,180.94,40.0,15.47,117.61,14.0,11.7,3.0,True
0.02,7,210.8,50.19,14.0,11.95,11.71,7.0,4.2,2.0,True
0.77,78,74556.83,2302.91,377.0,71.13,4142.05,107.0,32.38,10.0,True
0.26,49,15426.61,780.7,143.0,39.51,857.03,64.0,19.76,11.0,True
0.43,78,31931.67,1299.54,215.0,52.89,1773.98,100.0,24.57,11.0,True
0.25,44,18403.18,737.97,136.0,29.59,1022.4,112.0,24.94,6.0,True
0.19,41,7347.81,580.09,109.0,45.8,408.21,50.0,12.67,6.0,True
0.2,26,10285.77,610.76,114.0,36.27,571.43,29.0,16.84,7.0,True
0.26,45,8480.28,782.79,138.0,72.26,471.13,62.0,10.83,6.0,True
0.4,43,26167.57,1192.08,201.0,54.31,1453.75,49.0,21.95,4.0,True
0.07,13,1663.83,222.91,48.0,29.86,92.43,22.0,7.46,4.0,True
0.55,74,44517.84,1640.3,265.0,60.44,2473.21,104.0,27.14,13.0,True
0.14,28,6280.56,425.0,85.0,28.76,348.92,43.0,14.78,6.0,True
0.19,33,13406.72,584.6,118.0,25.49,744.82,45.0,22.93,3.0,True
0.14,28,3609.84,425.73,83.0,50.21,200.55,39.0,8.48,5.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,6.0,True
0.07,12,1754.01,212.61,47.0,25.77,97.45,18.0,8.25,4.0,True
0.37,49,43754.33,1115.31,232.0,28.43,2430.8,55.0,39.23,3.0,True
0.31,32,18597.05,941.62,166.0,47.68,1033.17,37.0,19.75,4.0,True
2.61,267,424664.6,7834.48,1036.0,144.54,23592.48,308.0,54.2,47.0,True
0.01,6,104.61,34.87,11.0,11.62,5.81,8.0,3.0,2.0,True
0.06,11,1517.0,168.56,39.0,18.73,84.28,17.0,9.0,2.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,3.0,True
0.08,14,1526.7,226.18,50.0,33.51,84.82,23.0,6.75,2.0,True
0.45,83,46993.5,1350.39,213.0,38.8,2610.75,96.0,34.8,10.0,True
0.74,74,69035.34,2212.67,361.0,70.92,3835.3,128.0,31.2,11.0,True
0.04,10,943.59,133.44,32.0,18.87,52.42,16.0,7.07,2.0,True
0.05,10,1092.25,144.43,34.0,19.1,60.68,16.0,7.56,2.0,True
0.21,27,10101.99,617.34,116.0,37.73,561.22,32.0,16.36,3.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,3.0,True
0.05,10,1092.25,144.43,34.0,19.1,60.68,16.0,7.56,2.0,True
0.06,14,1710.65,187.98,41.0,20.66,95.04,21.0,9.1,3.0,True
0.05,10,1165.15,135.93,32.0,15.86,64.73,16.0,8.57,2.0,True
0.07,14,2124.09,224.66,49.0,23.76,118.0,23.0,9.45,4.0,True
0.04,5,905.08,126.71,31.0,17.74,50.28,9.0,7.14,1.0,True
0.34,32,33337.26,1015.99,185.0,30.96,1852.07,43.0,32.81,6.0,True
0.06,11,1562.02,165.67,39.0,17.57,86.78,18.0,9.43,2.0,True
0.05,11,1220.75,161.42,38.0,21.34,67.82,18.0,7.56,2.0,True
0.2,26,10159.3,607.82,115.0,36.37,564.41,31.0,16.71,3.0,True
0.12,19,5966.78,372.92,76.0,23.31,331.49,29.0,16.0,3.0,True
0.07,14,1869.41,210.91,46.0,23.79,103.86,20.0,8.86,4.0,True
0.06,11,1484.6,171.3,39.0,19.77,82.48,17.0,8.67,2.0,True
0.41,45,23934.19,1225.65,212.0,62.76,1329.68,69.0,19.53,6.0,True
0.21,28,10101.99,617.34,116.0,37.73,561.22,34.0,16.36,3.0,True
0.22,33,7536.03,656.55,128.0,57.2,418.67,40.0,11.48,2.0,True
0.09,17,2823.12,278.83,58.0,27.54,156.84,23.0,10.13,2.0,True
0.06,14,1517.0,168.56,39.0,18.73,84.28,22.0,9.0,2.0,True
0.07,11,1816.0,208.08,46.0,23.84,100.89,17.0,8.73,2.0,True
0.07,12,1765.93,196.21,44.0,21.8,98.11,18.0,9.0,2.0,True
0.21,28,10101.99,617.34,116.0,37.73,561.22,35.0,16.36,3.0,True
0.05,11,1220.75,161.42,38.0,21.34,67.82,18.0,7.56,2.0,True
0.05,10,1140.99,155.59,36.0,21.22,63.39,19.0,7.33,2.0,True
0.05,10,908.58,148.68,35.0,24.33,50.48,19.0,6.11,2.0,True
0.04,6,632.92,105.49,27.0,17.58,35.16,12.0,6.0,1.0,True
0.06,14,1426.13,182.84,41.0,23.44,79.23,20.0,7.8,3.0,True
0.83,82,126648.13,2483.3,440.0,48.69,7036.01,96.0,51.0,11.0,True
0.26,31,20226.4,770.53,142.0,29.35,1123.69,44.0,26.25,5.0,True
0.35,36,38635.41,1060.93,191.0,29.13,2146.41,47.0,36.42,7.0,True
0.03,9,533.29,101.58,26.0,19.35,29.63,14.0,5.25,2.0,True
0.24,25,14054.58,718.9,138.0,36.77,780.81,47.0,19.55,2.0,True
0.07,13,1666.88,202.05,46.0,24.49,92.6,24.0,8.25,2.0,True
0.07,12,1630.65,197.65,45.0,23.96,90.59,18.0,8.25,2.0,True
0.06,11,1420.48,184.48,42.0,23.96,78.92,17.0,7.7,3.0,True
0.06,11,1674.76,178.38,40.0,19.0,93.04,17.0,9.39,2.0,True
0.05,11,1220.75,161.42,38.0,21.34,67.82,17.0,7.56,2.0,True
1.1,99,66687.57,3303.41,492.0,163.64,3704.86,107.0,20.19,5.0,True
0.05,9,1247.96,151.27,35.0,18.34,69.33,15.0,8.25,2.0,True
0.3,31,13798.14,893.59,160.0,57.87,766.56,42.0,15.44,4.0,True
1.24,131,251971.0,3727.83,588.0,55.15,13998.39,157.0,67.59,17.0,True
0.35,41,22990.73,1064.39,200.0,49.28,1277.26,68.0,21.6,6.0,True
0.0,1,0.0,0.0,1.0,0.0,0.0,10.0,0.0,1.0,True
0.34,71,13052.74,1025.15,175.0,80.51,725.15,102.0,12.73,15.0,True
0.49,83,45412.91,1470.35,251.0,47.61,2522.94,94.0,30.89,17.0,True
0.06,12,1075.92,182.84,41.0,31.07,59.77,20.0,5.88,2.0,True
0.02,5,143.4,57.36,16.0,22.94,7.97,9.0,2.5,1.0,True
0.07,16,882.97,214.05,48.0,51.89,49.05,24.0,4.13,2.0,True
0.04,10,1084.18,133.44,32.0,16.42,60.23,17.0,8.13,3.0,True
0.28,29,20237.61,850.16,162.0,35.71,1124.31,39.0,23.8,3.0,True
1.05,106,211762.84,3135.97,540.0,46.44,11764.6,155.0,67.53,11.0,True
0.09,20,2458.16,283.63,59.0,32.72,136.56,25.0,8.67,3.0,True
0.04,12,1088.9,125.64,33.0,14.5,60.49,14.0,8.67,3.0,True
0.09,13,2268.24,271.41,60.0,32.47,126.01,17.0,8.36,3.0,True
0.06,12,1371.28,182.84,41.0,24.38,76.18,15.0,7.5,2.0,True
0.17,11,5348.04,503.8,96.0,47.46,297.11,20.0,10.62,3.0,True
0.04,6,774.04,112.59,27.0,16.37,43.0,10.0,6.87,2.0,True
0.06,11,1046.88,180.94,40.0,31.27,58.16,15.0,5.79,2.0,True
0.15,14,4621.64,440.16,96.0,41.92,256.76,25.0,10.5,1.0,True
0.17,15,10050.72,496.33,113.0,24.51,558.37,17.0,20.25,3.0,True
0.16,30,4651.15,475.69,90.0,48.65,258.39,44.0,9.78,4.0,True
0.83,82,98828.71,2489.02,396.0,62.69,5490.48,188.0,39.71,18.0,True
0.63,58,148860.5,1875.18,386.0,23.62,8270.03,102.0,79.38,2.0,True
0.02,4,175.77,70.31,19.0,28.12,9.77,7.0,2.5,1.0,True
0.09,21,1960.07,261.33,57.0,34.85,108.89,26.0,7.5,3.0,True
0.09,22,2369.08,267.19,55.0,30.13,131.62,37.0,8.87,3.0,True
0.73,68,55895.84,2191.2,354.0,85.9,3105.32,119.0,25.51,10.0,True
0.13,22,5430.87,379.78,79.0,26.56,301.71,29.0,14.3,2.0,True
0.2,23,16441.74,594.5,120.0,21.5,913.43,30.0,27.66,6.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,6.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,True
0.8,115,76543.29,2402.33,380.0,75.4,4252.4,147.0,31.86,21.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,12.0,True
0.18,38,7941.47,533.62,111.0,35.86,441.19,51.0,14.88,9.0,True
0.06,12,1089.27,194.51,43.0,34.73,60.52,19.0,5.6,2.0,True
0.11,20,4160.25,330.34,68.0,26.23,231.13,25.0,12.59,5.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,17.0,True
0.18,27,6527.58,545.78,104.0,45.63,362.64,50.0,11.96,2.0,True
0.18,27,6527.58,545.78,104.0,45.63,362.64,50.0,11.96,2.0,True
0.11,20,3121.44,342.35,72.0,37.55,173.41,41.0,9.12,2.0,True
0.19,32,10193.24,570.02,113.0,31.88,566.29,39.0,17.88,5.0,True
0.44,59,56645.49,1329.43,245.0,31.2,3146.97,71.0,42.61,14.0,True
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,True
0.0,2,17.41,11.61,5.0,7.74,0.97,4.0,1.5,1.0,True
0.09,15,1586.43,259.6,54.0,42.48,88.13,20.0,6.11,5.0,True
0.06,13,1484.6,171.3,39.0,19.77,82.48,25.0,8.67,5.0,True
0.06,16,903.65,165.67,39.0,30.37,50.2,18.0,5.45,2.0,True
0.12,27,3988.26,373.29,74.0,34.94,221.57,34.0,10.68,4.0,True
0.21,28,10523.35,632.19,118.0,37.98,584.63,43.0,16.65,5.0,True
0.12,18,5552.59,351.75,71.0,22.28,308.48,30.0,15.79,8.0,True
0.17,19,10922.0,508.0,127.0,23.63,606.78,26.0,21.5,1.0,True
0.29,40,17441.57,868.2,160.0,43.22,968.98,49.0,20.09,10.0,True
0.11,28,2627.37,320.0,64.0,38.97,145.96,35.0,8.21,5.0,True
0.12,20,3232.89,350.0,70.0,37.89,179.61,28.0,9.24,3.0,True
0.84,74,72743.9,2528.93,414.0,87.92,4041.33,102.0,28.76,34.0,True
0.93,70,135464.04,2793.92,412.0,57.62,7525.78,74.0,48.49,20.0,True
0.47,65,53017.44,1421.28,236.0,38.1,2945.41,88.0,37.3,9.0,True
1.27,130,129334.82,3816.69,577.0,112.63,7185.27,167.0,33.89,21.0,True
1.07,161,197816.48,3218.71,520.0,52.37,10989.8,201.0,61.46,32.0,True
0.98,90,106132.73,2932.86,468.0,81.05,5896.26,118.0,36.19,31.0,True
2.26,160,405328.56,6768.29,948.0,113.02,22518.25,187.0,59.89,39.0,True
1.5,169,643163.64,4502.15,786.0,31.52,35731.31,195.0,142.86,76.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,12.0,True
0.38,53,45604.57,1138.93,197.0,28.44,2533.59,74.0,40.04,9.0,True
5.13,396,989013.72,15389.98,1898.0,239.48,54945.21,520.0,64.26,75.0,True
0.43,69,65286.0,1302.0,217.0,25.97,3627.0,89.0,50.14,14.0,True
0.02,5,228.37,66.61,18.0,19.43,12.69,10.0,3.43,1.0,True
0.08,15,1192.85,242.03,56.0,49.11,66.27,19.0,4.93,2.0,True
0.37,50,32322.63,1105.43,205.0,37.81,1795.7,75.0,29.24,13.0,True
0.37,50,32322.63,1105.43,205.0,37.81,1795.7,74.0,29.24,13.0,True
0.16,26,4433.56,489.75,103.0,54.1,246.31,44.0,9.05,3.0,True
0.33,47,12344.19,977.05,169.0,77.33,685.79,63.0,12.63,6.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,1.0,True
0.6,64,42239.34,1805.65,289.0,77.19,2346.63,90.0,23.39,6.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,248.0,0.0,58.0,True
1.35,122,122973.42,4036.82,605.0,132.52,6831.86,175.0,30.46,57.0,True
0.0,0,0.0,0.0,0.0,0.0,0.0,355.0,0.0,88.0,True
0.49,59,45141.75,1473.05,261.0,48.07,2507.87,85.0,30.65,24.0,True
